150 200
30.0 0.0 1
29.973711573571656 0.6278165544839922 1
29.89489236637756 1.2545328216811142 1
29.763680513946344 1.8790504426259225 1
29.580305973153287 2.500274911616323 1
29.34509011920668 3.1171174944024127 1
29.058445182417955 3.728497136260495 1
28.72087352574255 4.333342356608252 1
28.332966764357863 4.930593126840641 1
27.895404728821074 5.519202728095493 1
27.40895427362411 6.0981395856929685 1
26.87446793323382 6.666389077033891 1
26.29288242797261 7.222955309788526 1
25.665217022358277 7.766862867259389 1
24.992571738779954 8.297158517859252 1
24.276125429640967 8.812912885708378 1
23.517133711347153 9.313222079423149 1
22.716926763761585 9.797209276241531 1
21.8769069989822 10.264026258709146 1
20.998546603527984 10.712854901232717 1
20.08338495824117 11.142908603895712 1
19.133025940427235 11.553433671023289 1
18.14913511296086 11.943710632080501 1
17.133436805284138 12.313055502588856 1
16.087711091412725 12.660820982851348 1
15.013790670246173 12.986397592385165 1
13.913557653649933 13.289214738073873 1
12.78894026793806 13.568741714167091 1
11.641909474537504 13.824488632375104 1
10.474475515756499 14.056007280428336 1
9.288684391710726 14.26289190759705 1
8.086614274581779 14.444779935794541 1
6.870371866492048 14.601352595017648 1
5.642088707379142 14.73233548201086 1
4.4039174393405 14.83749904117497 1
3.1580280339951443 14.916658966877442 1
1.9066039894744327 14.969676526459416 1
0.6518385037067023 14.99645880337326 1
-0.6040693692975521 14.99695886002456 1
-1.85891857342364 14.971175820033146 1
-3.110509907939486 14.919154869769017 1
-4.356649881730698 14.840987179160422 1
-5.595154557529241 14.736809741912934 1
-6.823853379398409 14.606805135419524 1
-8.040592976766083 14.45120120078241 1
-9.243240938339778 14.270270643507427 1
-10.429689549288991 14.06433055557082 1
-11.597859485145754 13.83374185969594 1
-12.745703455949062 13.578908676813908 1
-13.871209794247108 13.300277617816697 1
-14.972405980668594 12.998337000843986 1
-16.04736210088489 12.673615995475437 1
-17.094194227903955 12.326683695328349 1
-18.1110677237689 11.958148120685916 1
-19.09620045487416 11.56865515290416 1
-20.047865915264843 11.15888740246493 1
-20.964396252444924 10.729563012658916 1
-21.844185190391872 10.281434400995128 1
-22.685690844654506 9.815286940542782 1
-23.487438424600754 9.331937583516458 1
-24.248022818079303 8.83223342951693 1
-24.966111053965463 8.317050240936739 1
-25.640444638275348 7.787290908132575 1
-26.269841759754346 7.243883867054099 1
-26.853199361074303 6.687781472102662 1
-27.38949507200964 6.119958327071344 1
-27.87778900120432 5.541409577091636 1
-28.31722538338945 4.953149164580154 1
-28.70703407916484 4.356208052241894 1
-29.046531924715826 3.7516324162444374 1
-29.335123929100053 3.1404818127296004 1
-29.572304317005838 2.5238273208758697 1
-29.75765741515468 1.9027496657659528 1
-29.890858380794306 1.278337324349373 1
-29.971673771005694 0.6516846178193352 1
-29.999961951826187 0.023889793747302424 1
-29.975673346471762 -0.603946898663758 1
-29.89885052222342 -1.2307251368340018 1
-29.769628115825373 -1.8553464531900339 1
-29.58823259752586 -2.4767161602971477 1
-29.354981874174022 -3.093745269366677 1
-29.070284732068544 -3.705352398776081 1
-28.73464012053439 -4.31046566925707 1
-28.34863627748334 -4.9080245824301745 1
-27.912949698490653 -5.496981879393698 1
-27.42834395119483 -6.076305376109608 1
-26.895668337098193 -6.644979772369772 1
-26.315856403113493 -7.20200843117235 1
-25.68992430546533 -7.7464151253896425 1
-25.018969028813544 -8.27724574866647 1
-24.304166463719973 -8.793569987550411 1
-23.546769345827485 -9.294482951923671 1
-22.748105060363468 -9.779106760878854 1
-21.909573315815187 -10.246592081259495 1
-21.03264369085431 -10.696119616168827 1
-20.118853058809393 -11.126901540838265 1
-19.16980289420054 -11.538182883338916 1
-18.187156466056344 -11.92924284771654 1
-17.17263592293221 -12.29939607723097 1
-16.128019274738712 -12.647993855486101 1
-15.055137276669285 -12.974425243345491 1
-13.955870220688773 -13.2781181496409 1
-12.832144640205561 -13.558540333797401 1
-11.685929933702912 -13.815200338617842 1
-10.519234913246335 -14.04764835159198 1
-9.334104283916467 -14.255476993220643 1
-8.132615060337091 -14.438322030973495 1
-6.916872926578826 -14.59586301762901 1
